PG.ProteinGroups,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
A0A023T672,6.992893219,19.10949898,4.920039654,6.920048237,6.192250729,4.49668932,10.51860523,9.565750122
A0A023T778;P61327;Q9CQL1,31.12151909,54.08979034,39.04425049,98.98506165,34.24428177,45.02509308,62.89915848,58.30712891
A0A067XG53;O70589;O70589-3;O70589-4;O70589-5,29.77336121,19.50299835,20.90774727,18.51691246,23.09979248,20.98485184,21.98582649,13.48824692
A0A075B5N4;A0A0G2JF28,63.29529953,30.79743576,10.43687153,221.3865967,8.740701675,18.38174629,15.84755611,36.01921844
A0A075B5N7,19.90554047,33.49545288,Filtered,51.31040955,21.87065506,8.904834747,12.33035564,28.01199913
A0A075B5P2;P01837,31.61577797,22.70166779,9.212756157,162.7524719,21.93009949,13.12746811,6.164828777,27.03556061
A0A075B5P3,30.58761597,23.51382637,11.98467731,105.4027863,25.93780327,4.374184132,12.77674007,32.8551445
A0A075B5P4;A0A0A6YWR2,41.55915833,49.86751175,104.1778717,1017.378479,34.41594696,25.00955963,30.39262009,41.84098816
A0A075B5P5;P03987;P03987-2,173.5934753,100.2096329,13.69423294,328.5962524,58.31803513,58.85044098,22.66488838,54.78619003
A0A075B5P6,562.8874512,217.9259186,186.3382568,2617.023438,392.5528564,205.1650085,152.5195465,242.0353088
A0A075B5V7,Filtered,NaN,Filtered,5.367715359,0.669109821,NaN,Filtered,2.00423789
A0A087WNM1;Q91Z67,1.246413827,NaN,1.443348169,4.383527279,2.719118357,NaN,3.661833048,3.748541355
A0A087WNN8;Q61263,Filtered,42.84158325,4.024449348,51.45690918,Filtered,5.04213047,28.87495232,15.78808403
A0A087WNP6;Q4VAA2;Q4VAA2-2,65.79647827,112.9553833,86.27531433,107.760849,68.3522644,83.85909271,109.1913757,119.7296906
A0A087WNT1;A0A087WQE6;P83940,28.34190559,36.13167191,27.80639076,25.58277893,25.58899117,19.85909843,38.71355438,26.69835091
A0A087WNV1;A0A087WR52;A0A087WSR7;Q8K2K6;Q8K2K6-1;Q8K2K6-3,30.16617966,25.11569977,13.82871819,23.63439369,16.40341949,22.36351013,18.07110023,20.96811676
A0A087WNW3;A0A087WQ25;A0A087WQI3;A0A087WQQ5;A0A087WRS1;F8VQC7;Q61595;Q61595-15;Q61595-5;Q61595-6;Q61595-9,6.237590313,5.869320393,1.019189,5.374678135,0.917724133,6.212275505,8.801271439,4.226640224
A0A087WNW8;A0A087WP42;A0A087WQ31;A0A087WQ95;A0A087WQF1;A0A087WRE8;A0A087WRK0;A0A087WS18;A0A0A6YXZ1;E9Q6L0;E9Q8N5;E9QKH0;E9QNY9;F7DCH5;J3QP81;Q08EB6;Q80TV8;Q80TV8-2;Q8BRT1,17.20455742,26.20553589,18.30639267,49.26828766,24.3525238,14.40472698,31.20382881,13.74088383
A0A087WNZ5;A0A087WRP7;P0CW02,204.1564789,244.249588,153.5513916,99.98081207,88.57685089,132.9381104,111.8485718,126.7863235
A0A087WNZ7;G5E870,1.257333517,7.191085815,2.829812527,3.704814672,2.371043921,1.841162205,7.5978899,3.667212963
A0A087WP13;A0A087WRB7;E9PX43;Q7TQG1,14.91642761,13.655159,15.24250984,Filtered,12.19671345,9.793474197,4.169121742,7.295423031
A0A087WPT7;Q6P549,19.89020348,16.83947945,5.783024788,22.33979797,8.788642883,7.670597553,17.50793457,10.31415081
A0A087WQ89,47.81822586,48.76171875,46.64095306,2.538735867,28.23689842,35.9024086,34.47502518,32.67134857
A0A087WQA0;A0A087WRN1;F8WI22;Q8K019;Q8K019-2;Q8K019-3,19.12449074,39.15593719,14.46651459,23.82500076,17.11008835,9.697615623,36.25997543,29.32331085
A0A087WQS0,239.8045502,315.9502563,239.5603943,114.0330658,231.7960205,222.2143555,337.047821,335.7922363
A0A087WQS2;Q9CQC6,84.07753754,199.4442749,85.50836182,193.046051,89.7979126,52.52864456,196.9132538,156.0136871
A0A087WQT6;O89110,4.136193275,5.088047028,3.098083735,10.14745522,4.237372398,4.754442215,7.580459118,8.540655136
A0A087WR82;B2RWR6;J3QK27;O35698;Q60990,Filtered,6.326902866,Filtered,3.109526873,Filtered,NaN,9.765803337,Filtered
A0A087WRE7;Q8R0N6,113.9996719,42.30774307,128.4564667,20.67022896,136.5863037,116.7154541,20.94301987,43.17410278
A0A087WRM8;E9QM90;G3X9J4;Q148V7,5.141094685,4.440070152,5.058317661,3.046525478,3.543009043,4.828126431,7.109827995,2.7310853
A0A087WRQ4;P63166,74.52575684,107.6777191,76.30605316,188.5352478,57.71709061,68.64419556,145.3036194,131.5573273
A0A087WRY3;Q80XU3,124.7322464,169.5623932,131.9343109,61.26001358,78.91055298,75.02506256,134.5875702,110.0226059
A0A087WS96;Q8BG73,33.67528152,28.30998993,39.86566544,9.135998726,51.67404938,32.13977814,22.74549294,33.34132767
A0A087WSN6,195.8273468,490.3403625,117.813858,4229.212891,102.6003723,289.4301758,936.7559814,685.6499634
A0A087WSN7;P49138,7.873295307,10.4197998,7.828305721,13.13515282,10.95124912,1.591885567,8.806027412,6.914023399
A0A087WSP5;P42225;Q8C3V4,26.87841797,10.59531212,7.407242298,18.02159309,15.95091915,9.742121696,11.61250877,17.02429962
A0A0A0MQ68;Q60759,1389.348511,610.6204834,1442.448975,384.6558533,1446.937378,1234.508911,366.5658569,527.0368652
A0A0A0MQ79;Q3TLH4;Q3TLH4-5;S4R294;S4R2J9,2.923221111,8.877836227,6.924047947,4.905864239,5.795913696,3.298961401,6.221522808,5.801504135
A0A0A0MQ86;Q3V033;Q5QNS5;Q5QNS5-2,NaN,602.6532593,Filtered,111.0974197,3.200404406,3.129781723,646.7295532,414.1939392
A0A0A0MQ90;P97352,41.91280746,54.63248444,22.76609039,88.91494751,41.61828232,46.00108337,92.13064575,91.82618713
A0A0A0MQ97;G3X9C2,292.3960266,15.21393776,205.2485809,69.94595337,243.2606506,134.1745911,23.10314178,12.19656849
A0A0A0MQA3;A0A0R4J0X5;P07758;Q00896,804.2016602,574.2697754,786.4060059,5912.137695,861.9491577,608.0737915,946.8778076,599.0032349
A0A0A0MQA5;P68368,2988.932373,4315.273926,3040.18457,3918.743164,3187.42041,2626.275391,3886.392578,3115.330322
A0A0A0MQC7;A2A5Y6;P10637,146.7485046,64.37348175,207.8139648,Filtered,138.294281,111.1920853,54.81276321,76.20810699
A0A0A0MQF6;P16858,8502.226563,11084.14648,8886.397461,7560.234863,8849.592773,8049.45166,7941.888672,7589.871582
A0A0A0MQG9;A2AQZ5;A2AQZ7;D6RI61;D6RIQ3;Q9DB26,35.24518204,25.45164299,45.06105042,14.39642048,42.1598053,32.12976456,22.37875748,15.52999687
A0A0A0MQN4;Q9D906;S4R2D5,8.669250488,20.88771248,7.256216526,30.93658066,5.670665741,9.769964218,34.41901779,27.38038635
A0A0A6YVR9;P09925,28.83388329,5.867294788,44.69021225,5.431557178,19.31551743,5.7752738,7.772700787,7.19126606
A0A0A6YVT1;A0A0A6YXN9;A0A0A6YY75;Q64735;Q64735-2,22.9998951,25.43848419,29.2938385,44.72729492,25.43782806,19.41680336,21.22612953,15.88990688
A0A0A6YVU8;Q9JKV1,212.6304779,111.3708649,87.94197845,124.0929718,103.8000793,147.2640381,197.8982239,98.93786621
A0A0A6YVZ8;A0A0A6YW53;A0A0A6YWM8;A0A0A6YWR8;B2RQ80;B2RUE8;B7ZNR9;B9EKN8;E0CXD6;E0CY98;E0CZD7;E0CZF8;E9PUL9;E9PVG7;F7AMS7;F8VPL5;G3X9G2;P83510;P83510-2;P97820;Q5SXG1;Q5SXG3;Q9JM52;Q9JM52-2;Q9JM52-3,32.16023636,56.65726089,33.82284164,86.40350342,27.92469406,44.73774338,76.10019684,64.77153778
A0A0A6YW06;E9QKQ9;E9QKR1;E9QLZ9;J3QNM3;Q03173;Q03173-3;Q03173-4;Q03173-5;Q03173-6,11.42207909,8.517629623,3.917256594,3.898039818,5.965467453,NaN,2.482505798,3.65750289
A0A0A6YW28;P35123,26.09034729,25.32141685,19.53466415,27.77549934,22.35147095,18.05056953,28.91734886,26.27151108
A0A0A6YW80;G3X8Y3;Q80UM3,42.19212723,77.80600739,40.5459671,111.3709564,44.17035675,53.09625626,76.31369019,35.44862366
A0A0A6YX18;Q8BVE3,1044.709595,555.887207,961.390686,456.7995911,1206.059937,935.6943359,503.3439026,512.6452637
A0A0A6YX73;Q8K1M3,62.96403503,74.1320343,65.7970047,38.74410629,74.08761597,56.85500717,72.48558044,61.98519516
A0A0A6YXG0;Q9JKK1;Q9JKK1-2,8.722895622,15.81594372,8.432299614,7.685254574,7.629321098,17.54182053,6.452608585,13.27789497
A0A0A6YXH3,50.51880264,32.83739853,53.00513077,35.20786285,46.9090004,34.75465775,36.10974121,29.98237038
A0A0A6YY47;E9Q589;E9QB01;P13595;P13595-2;P13595-3,5.310558319,7.551270962,5.157081127,21.91626549,NaN,16.29129601,11.75648212,6.2266469
A0A0A6YY53;F6TQW2,Filtered,NaN,Filtered,28.38068581,3.374947786,Filtered,3.054114342,2.551068544
A0A0B4J1E2;Q9CSN1,6.907548428,20.4339447,6.884793758,22.90080833,5.578364372,7.199353695,17.87651062,15.25455189
A0A0G2JDH9;A0A0G2JE50;A0A0R4J0B0;G3X9J8;G5E8G5;O54990;O54990-2;O54990-3;O54990-4;O54990-5;O54990-6;Q8CDK8;Q8R056,19.1512928,21.97722054,22.33018303,28.57647705,20.49320984,14.80470467,27.29167175,26.15343475
A0A0G2JDK3;A0A0G2JF29;A0A0G2JG79;A0A0G2JGU4;P53612;Q3TVF4;Q6PFA1;Q9JIF6,25.00905991,42.62530518,31.76334953,12.96191788,27.36534882,23.01408195,27.03725815,24.24591637
A0A0G2JDV6;A0A0H2UH17;Q80X50;Q80X50-2;Q80X50-3;Q80X50-4;Q80X50-5,28.8928051,49.26115417,23.77462387,51.475914,30.24418449,25.36328697,48.16281128,46.97523117
A0A0G2JE32;A0A0G2JGL0;P61079;P62838,187.6458282,185.2926636,150.3419495,252.1378632,134.72995,153.9545593,218.5412598,250.5848389
A0A0G2JE99;P01843,3.495725393,Filtered,Filtered,5.957152843,5.431074142,Filtered,Filtered,Filtered
A0A0G2JEC4;Q9JK48;Q9JK48-2,14.25797749,24.48106956,10.62520695,39.87714005,10.32333279,18.06492233,33.11133957,22.88602829
A0A0G2JEC8;Q3U7M5;Q8C0M2;Q8VD66,92.12059021,5.514964581,46.80864716,Filtered,Filtered,Filtered,4.487540722,77.94921875
A0A0G2JEK2;P63254,70.87592316,105.2063751,33.02339935,181.4081116,54.6859436,96.85570526,181.0027618,114.7925568
A0A0G2JEP0;Q61584;Q61584-2;Q61584-3;Q61584-4;Q61584-5;Q61584-6;Q61584-7,124.3966064,189.2694702,98.01292419,113.697258,49.55352402,77.12891388,167.5334015,153.8695068
A0A0G2JFT8;Q9D394-2,72.39182281,61.67865372,86.0265274,43.77096939,68.21955109,75.22260284,49.52183533,35.58973694
A0A0G2JFY5;A0A0G2JGW9;Q3TUE1;Q3UUU2;Q91WJ8;Q91WJ8-2,21.85669327,51.44882965,16.36331558,76.5490036,35.10934448,47.42936325,78.86581421,57.37051773
A0A0G2JFZ4;E9Q7M2,16.19875145,144.4781342,24.60179901,64.10732269,25.56982994,20.20227432,124.5933456,116.6296844
A0A0G2JG95;Q8BX10;Q8BX10-2,98.08076477,62.66304398,95.31375885,55.89171982,88.22072601,71.74259186,41.72727585,55.20849609
A0A0G2JGD2;P07091,81.5479126,11.13680172,Filtered,165.4941864,11.46682739,66.41838837,92.0154953,30.1113205
A0A0G2JGL8;Q99PU8;Q99PU8-2;Q99PU8-3,10.33537102,4.642978191,7.857535362,7.129191399,12.97903728,11.20610142,5.877513885,10.70335293
A0A0G2JGP4;P08556;Q9D091,236.4635162,201.261673,230.9806061,197.9944,161.8429718,220.6239014,128.9421692,135.2081146
A0A0G2JGQ4;P54729,209.8468933,706.9495239,486.5890808,432.64151,663.5233765,252.3966675,294.2492371,491.6702271
A0A0G2JGQ6;Q80VB6;Q9JLM8;Q9JLM8-2,Filtered,2.638869286,Filtered,15.98528767,Filtered,5.940760136,8.871757507,5.291362286
A0A0G2JGS4;E9Q1T1;E9Q1W0;Q6PHZ2;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5,25.66565132,71.25022125,24.22572708,54.35120392,11.21611023,21.57008553,68.46398163,57.19593811
A0A0G2JGV7;A0A140T8R8;Q3UT23;Q9QZ73,5.863487244,12.4141922,12.70976639,10.62308598,5.229208946,5.020971775,8.856621742,5.624632359
A0A0G2JGX4;Q6PIC6;Q8VCE0,628.6768188,72.6134491,674.5726318,444.0682983,379.0926208,548.531311,35.36497116,126.3222427
A0A0J9YTS4;D3YXN7;Q8BJU2,11.04706764,8.857091904,6.809956551,19.4818306,9.62640667,7.747732162,1.74454236,2.061968088
A0A0J9YTU3;A0A0J9YUF8;A0A0J9YUR2;A0A0J9YV86;Q5SXY1;Q5SXY1-2;Q5SXY1-3,5.909955502,6.109349728,NaN,8.289196968,Filtered,3.184871197,6.308372498,6.512571812
A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;Q8C1B7-2;Q8C1B7-3,83.66711426,195.1282196,75.85437775,226.2290955,74.27725983,77.99715424,257.6508484,188.2796173
A0A0J9YU62;A0A0J9YUM4;O88712;O88712-2,73.90901947,164.1349487,96.04937744,157.9729614,100.6704559,92.19225311,214.2219849,157.5562134
A0A0J9YU79,604.6190186,222.4080811,617.0734863,23.01940918,577.5092163,620.0518188,132.4824829,218.0221252
A0A0J9YUD5;B9EJ54,1.972885847,5.212011337,1.358303547,5.944298267,2.97998929,2.632855177,5.458910465,3.246135712
A0A0J9YUF6;A0A0J9YUK9;Q8BPG6,17.91762543,7.627429485,Filtered,14.16897678,NaN,3.897947073,9.141973495,6.139461517
A0A0J9YUG5;Q8BGM4,22.24429321,17.85908508,14.02319717,Filtered,22.43854332,15.60564804,12.51595879,13.96471119
A0A0J9YUZ4;P63158,584.4453735,1075.512085,459.124054,1048.747681,606.4194946,577.8690186,1189.520264,1066.41626
A0A0J9YVE6;A0A0J9YVJ0;B5THE2,55.23638153,25.89029312,51.89474869,64.82846832,60.47623444,48.32265472,21.52803993,14.79343891
A0A0J9YVG0;Q61074,10.45945549,18.36003494,1.810773373,12.42741394,5.382952213,6.442939281,26.78942108,22.6889267
A0A0M3HEP3;Q99M04,8.217445374,NaN,26.46555328,Filtered,Filtered,23.68649483,3.208810806,10.58264446
A0A0M3HEQ0;A0A0U1RPV8;A0A0U1RQA4;J3QMN4;J3QMQ8;Q9JLT4;Q9JLT4-2;Q9JLT4-4,45.02323914,38.96018219,30.12665367,32.78477478,26.86436462,48.84457397,29.19064331,27.33709908
A0A0N4SUH8;Q9QZ23,150.0617218,126.7161484,137.8271637,91.69863129,152.1069336,105.4027557,102.3669662,104.6553268
A0A0N4SUJ2;A0A0N4SUN3;A0A0N4SV63;A0A0N4SVX9;A0A0N4SWG7;A0A0N4SWH3;E9PXU9;E9Q423;E9QL12;Q9ESD7;Q9ESD7-2;Q9ESD7-3,19.44099045,36.09263229,21.95856476,26.45295525,20.99824715,16.39842606,38.14561844,27.86263275
A0A0N4SUP5;E9PYN9;Q8JZQ5,28.60168648,18.05636024,11.90662479,13.57137585,Filtered,9.045354843,39.80247116,14.17373657
A0A0N4SUV6;Q9JHW4,7.38024044,4.10052824,6.493385315,4.746291161,3.69807744,4.798662186,6.2175951,3.042423248
A0A0N4SV66;P22752;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2,857.2109375,830.3391113,452.5313416,1918.652954,424.8491821,1780.328491,889.3654785,2177.576416
A0A0N4SVB8;Q9CQW2,244.6358185,271.0519409,258.2383118,274.1846619,283.8114319,236.7866364,277.0818787,221.896637
A0A0N4SVC2;E9QP00;Q6PFR5,19.69438171,50.08302689,14.27254963,64.62719727,13.55363274,23.53150558,65.51320648,52.05416107
A0A0N4SVL0;A0A0R4J112;A2AMI2;Q80XI3;Q80XI3-2;Q80XI3-3;Q80XI3-4;Z4YKC4,22.22581863,16.03547478,26.58256531,22.79955673,19.80581474,29.70113945,19.98228264,21.44225693
A0A0N4SVL9;Q9CQR6,4.221639633,NaN,5.237717152,5.169885159,5.004445076,7.434501648,3.97609973,3.776980877
A0A0N4SVQ1;Q62425,3330.593018,610.1065063,2663.805664,1055.103271,2474.345459,3355.485352,713.3423462,1550.574829
A0A0N4SVU8;Q9DCS1,61.52697372,130.8101654,68.17713928,100.1988525,76.92150879,68.75947571,137.0178833,94.57501984
A0A0N4SVV4;Q9DD06,Filtered,Filtered,Filtered,58.89268875,Filtered,Filtered,11.13239861,Filtered
A0A0N4SW28;Q9DAS9,406.844635,251.4194031,325.6848145,170.0443268,372.6481934,336.9024963,237.7100067,308.1082153
A0A0N4SW73;Q8R361,63.7529335,90.30954742,59.62212372,63.71668625,56.69813919,79.14712524,99.52305603,79.45002747
A0A0N4SWI4;Q9CR98,78.50164032,70.22101593,96.97187042,46.7336235,94.78340912,91.37241364,52.71013641,75.17316437
A0A0R3P9C8;Q9DC69,697.1126099,256.112793,607.6782227,591.9017944,640.9484863,581.696228,178.4113312,258.4089355
A0A0R4IZW5;P09803,94.83045197,86.72954559,91.34135437,47.60867691,93.57165527,65.03266144,73.43603516,60.59494019
A0A0R4IZW7;E9PWD4;H3BKS8;Q3TX08,21.77965736,7.275284767,Filtered,Filtered,3.167991877,4.022313595,6.992090702,6.787519455
A0A0R4IZW8,183.8217468,356.6156616,139.179245,389.1459961,160.4376068,213.8262634,495.2912903,308.6544189
A0A0R4IZW9;Q9DCT5,13.57374001,13.25974655,13.06009483,14.907341,14.824646,5.22317028,6.609485149,6.21363306
A0A0R4IZX2;Q9JHL1,53.29947662,45.32880783,62.42638397,29.51745796,71.9150238,68.48620605,55.16078568,67.01556396
A0A0R4IZY0;Q8C1A5,17.90529633,50.40241623,28.09914589,52.30737305,25.28064537,26.25164604,68.37548828,43.96892166
A0A0R4IZY2;Q8CIM7,9.858729362,1.527845979,12.27771187,Filtered,16.2901001,8.413833618,Filtered,4.235971928
A0A0R4IZY6;Q61096,5.417689323,1.229929566,NaN,176.9072113,NaN,2.964135408,9.438869476,2.734951735
A0A0R4IZY9,6.945711136,2.393285275,4.84892416,Filtered,3.326536894,1.790504336,11.98397541,5.239925385
A0A0R4J005,86.14487457,152.1586609,74.45223236,121.8776703,87.60373688,90.82923889,155.903717,150.2164917
A0A0R4J018;O55060,776.1390381,409.8126526,713.9161377,213.9720154,668.1364746,695.5139771,320.7219238,399.500885
A0A0R4J023;Q9JLZ3,1234.801392,500.9429321,1193.606567,405.0571899,1287.002319,1134.309204,299.8382874,519.4051514
A0A0R4J032;P06683,21.43712234,55.89060593,18.20269203,592.4227905,19.56045914,19.38556099,73.88452148,43.01085281
A0A0R4J034;Q99K01;Q99K01-2;Q99K01-3;Q99K01-4,85.70623016,73.03952026,58.97036743,84.60702515,73.33453369,58.61801529,81.78296661,86.20580292
A0A0R4J039;Q9ESB3,80.80293274,100.5267868,78.67799377,794.4226074,58.08978271,96.322258,148.3596191,85.93507385
A0A0R4J043;P28825,4386.789063,2056.407959,3614.29248,2954.245605,4246.571777,3843.632324,1680.272705,1130.009277
A0A0R4J047;Q9CYI4,8.69469738,18.81587601,12.77602577,19.51817513,7.415138245,13.00895596,19.65166092,18.87561035
A0A0R4J049;Q8CIG8,34.59859848,34.87252426,25.01239586,64.75984955,14.96070862,33.09015656,45.20012665,19.75618553
A0A0R4J050,1766.397583,421.2705078,1902.733032,187.9270325,2050.587646,1494.099365,259.5628967,391.2200012
A0A0R4J064;Q8VDL4;Q8VDL4-3,5.850875378,21.30461693,15.36773682,67.09230804,12.12184906,7.168510914,17.36596107,12.67244339
A0A0R4J078;Q8VCH8,12.82548523,11.25351429,12.92469025,14.45538235,5.702275753,12.55173016,13.65217686,6.40068531
A0A0R4J079;Q8BMP6,9.599985123,28.62846565,8.783052444,21.12731171,6.992463589,11.54566765,24.18454361,14.27578449
A0A0R4J081;A2AQ17;Q9CWX2,27.18399239,16.29747963,30.12157822,29.03218269,22.10962677,25.24009705,10.47400475,8.341627121
A0A0R4J083,1756.550659,775.9713135,1986.533936,757.7090454,1901.34729,1589.812744,622.5657349,866.1653442
A0A0R4J085;A0A0R4J1F6;Q3UHZ7;Q91YN5;Q91YN5-2;Q91YN5-3,55.54293823,63.07715225,61.1183548,44.48908615,45.82006836,50.94377518,75.02220154,53.30202484
A0A0R4J092;Q8K2I4,6.693010807,22.954216,4.73745966,26.35812569,5.129220963,11.21589947,26.42113495,28.80194473
A0A0R4J094,608.899292,231.5312958,562.3358765,139.5950623,575.416748,527.3234253,124.4332581,208.2589569
A0A0R4J098;O88291,6.076664448,7.889558315,6.357392311,7.677543163,6.824177265,5.49144268,9.857827187,10.56171131
A0A0R4J0B1;A0A0R4J227;E9PYX3;E9Q9N6;E9QMP6;F6ZS70;Q05512;Q05512-3;Q05512-4;Q3T9A3,3.840820551,7.160885334,6.539610386,19.6653595,6.303132057,5.147724628,6.707203865,4.605899811
A0A0R4J0B2;Q8VCI0,48.762146,3.272274971,Filtered,46.76822662,26.29995918,Filtered,17.97437477,20.43092155
A0A0R4J0B4;Q99KK2,11.30460548,18.2089901,4.616679192,6.298278332,9.790416718,12.90910244,8.814894676,10.54049683
A0A0R4J0B6;Q7TMS5;S4R2E1,1610.368408,957.2578125,1777.436768,630.2789307,1612.160034,1419.655273,466.0664978,971.9354858
A0A0R4J0D3;Q3TDQ1,8.977923393,13.60090065,22.10422897,29.50349045,12.97989178,8.538433075,8.911543846,8.702135086
A0A0R4J0F6;Q99KY4;Q99KY4-2,27.85931587,44.42563248,27.35838509,38.40266037,31.72367096,33.20276642,44.77186584,33.54611588
A0A0R4J0G0;Q8BH04,33.85060501,62.24616241,41.78644562,85.049263,45.04883575,53.77682114,75.6891098,70.09755707
A0A0R4J0G4;Q6VN19,NaN,2.842322111,Filtered,1.91220057,1.288893223,NaN,6.514940262,NaN
A0A0R4J0H0;A0A0R4J1G7;F8WJ93;Q3UMY5;Q3UMY5-2;Q3UMY5-3;Q3UMY5-4,8.86361599,12.69206142,8.065320969,27.28676033,4.453440666,3.658009291,10.94692421,14.0683136
A0A0R4J0I1,632.1416626,667.3720093,671.0743408,8176.304688,682.1211548,647.6837769,1276.54895,1173.553345
A0A0R4J0I6;Q80XL6,631.6515503,283.137085,808.7727661,161.808609,704.1394653,579.7288208,135.059845,291.0271301
A0A0R4J0I9;Q91ZX7,18.67082024,59.30023956,40.46617126,145.1981201,9.780118942,29.62433815,96.98566437,60.20007324
A0A0R4J0K1;Q9ERR7,5.784704208,19.20307922,6.335141659,26.06847,9.308787346,10.98197556,12.37105083,12.19558048
A0A0R4J0K2;A2AGT5;A2AGT5-2;A2AGT5-3;K3W4R5;Z4YL78,3.260303497,5.200891972,3.282295227,10.55569172,2.859769106,3.261081457,6.322732925,5.201707363
A0A0R4J0L6;Q8BJZ4,34.21702194,29.13980103,41.74985504,25.53156662,48.94983292,33.8576088,20.25920486,23.07375336
A0A0R4J0M4;Q91V80,6.982068062,10.59435749,23.31830788,472.169342,NaN,13.0384531,16.42137718,9.941248894
A0A0R4J0P1;Q9D7B6,784.2790527,264.752655,710.3253784,235.5858154,788.9920044,674.2564087,177.2987823,293.8554993
A0A0R4J0P7;Q78KK3,219.3716888,101.8061142,267.7402039,146.1891174,293.6514893,194.653183,50.97154236,50.66553879
A0A0R4J0Q5;P21619,311.8360596,365.0007324,296.9677429,330.7478027,283.474884,302.6085815,376.8644104,386.6254578
A0A0R4J0Q6;Q80VI1,11.73949814,6.176051617,5.519731998,11.17522717,9.581926346,5.647170067,10.37409401,14.249053
A0A0R4J0Q9;Q3UM29,14.43817139,14.80487537,10.32067108,9.778191566,6.417596817,9.297367096,16.9568367,6.090003014
A0A0R4J0R1;O70404,125.3118286,98.51852417,153.6620483,66.29441071,129.9718628,112.5726318,95.28260803,75.13977051
A0A0R4J0S2;P70389,1.048853397,5.391271591,2.242536545,10.07854748,NaN,Filtered,NaN,Filtered
A0A0R4J0S3;Q924D0,91.10243988,30.78259659,66.53434753,29.96577835,78.22727203,62.80803299,15.00761318,22.59584999
A0A0R4J0T4;O88351;Q5D0E0,Filtered,3.654773474,Filtered,Filtered,Filtered,Filtered,12.37442017,8.921579361
A0A0R4J0T5;P28659;P28659-2;P28659-3;P28659-4,35.57292938,82.99689484,26.62870407,74.68929291,38.5629921,35.76903152,88.43473053,78.61282349
A0A0R4J0T8;Q9D8S3,15.35929108,19.09206963,14.69814873,20.94514847,20.94527054,18.39907837,10.48480225,6.628956318
A0A0R4J0U7,8.047571182,10.7714262,11.09269905,9.31103611,12.6418438,7.310190678,12.28474617,10.18346024
A0A0R4J0V5;P08775,18.322258,25.3089962,16.0332756,30.99764824,15.43052101,16.62238121,36.37883377,14.8263979
A0A0R4J0W4;Q8CI85;Q8K2J1,85.38606262,14.1244688,77.80606079,30.99081993,64.87158966,79.58095551,6.942690372,9.48255825
A0A0R4J0W6;Q9CRC8,19.27383423,19.08281136,19.13826942,25.25684738,12.27172661,10.56311607,18.48938942,10.42416382
A0A0R4J0X8;D3Z0V2;Q9ES28;Q9ES28-2;Q9ES28-3;Q9ES28-4;Q9ES28-7;Q9ES28-8,8.154560089,8.946256638,5.290602207,8.459897041,7.690054893,6.130661011,12.29714584,9.58399868
A0A0R4J0Z1;P08003,187.4766693,267.0852051,198.4809418,386.4215393,204.8639069,186.8466797,268.8023376,239.2249146
A0A0R4J0Z8;Q9ES64-3,16.51374245,13.49867821,16.0343895,5.333489895,18.42029381,19.85627365,10.88145733,19.45662117
A0A0R4J104;E9PX84;E9QL31;P98078;P98078-2;P98078-3;Q3TRE6,1193.058716,1164.084961,1281.857544,248.5383911,1329.641602,1242.057861,776.3582153,1222.017822
A0A0R4J107;Q8R146;Q8R146-2,639.6920776,376.0150146,712.8225098,182.2310944,675.9678345,658.6740723,251.0204773,359.2984924
A0A0R4J131;Q8CIF4,29.98516655,22.28242493,19.35351563,11.45878601,16.69142342,16.51152229,12.98785114,13.1157093
A0A0R4J135,6.748541355,52.87080383,15.42512512,Filtered,12.7166214,22.85411644,13.89455509,12.90089512
A0A0R4J138;P50429,155.0899506,113.5725403,169.6628876,127.9500198,155.4611511,167.3952026,107.0565262,100.1351471
A0A0R4J140,114.2668381,88.14877319,135.6917114,51.05433655,125.5085297,116.8510971,63.03998184,80.13809204
A0A0R4J150;B9EJ86,71.35398865,46.75273514,57.25112534,25.55941582,72.77132416,60.50590515,38.47470474,38.25576401
A0A0R4J157;Q9JIY8,855.774353,376.2849121,834.7944336,442.8008423,777.6379395,734.9608765,132.3649445,240.5958405
A0A0R4J170;Q3TKT4;Q3TKT4-2,4.316554546,8.96869278,7.879770756,14.54296494,3.181377172,4.335938931,15.13756466,6.89526701
A0A0R4J174;Q9QZH6,38.79504013,23.22933388,31.26206207,34.65278625,42.40425873,25.66510391,8.432224274,17.93268204
A0A0R4J187;P23475,3.021080017,8.716657639,12.13405704,7.392148972,3.882788181,7.320089817,11.50906849,9.957220078
A0A0R4J190;Q64277,19.01004601,56.55834579,6.875180244,43.73917389,4.428243637,10.74918175,36.91891861,26.47307968
